tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
2465	196 положителни на COVID-19 към 2 003 теста днес https://t.co/7vkQvKAOCR	yes	yes	yes	no	no	no	no
2466	936 човека са починали днес във Великобритания от Ковид19, което е повече от колкото най-черният ден на пандемията в Италия, където максимума беше 919 загинали за ден. https://t.co/FueuaEIBcn	yes	no	yes	no	no	yes	yes
2467	Земеделци дариха 5000 лв. на БАН за проекта „Наука срещу COVID-19” : https://t.co/odbEXBdbGT https://t.co/BswpxzKd5X	yes	no	yes	no	no	no	no
2468	@calinda_m Според бившата ми съквартирантка, която живее на 20км от Милано в момента и изкараха Covid началото на март, причината толкова много хора да си заминат в района е тоталния mismanagement от страна на самата провинция. Не знам дали е само това де, ама мога да си го представя.	yes	no	yes	yes	no	no	nan
2469	Разкритие: Известен крими герой от Разлог е един от заразените с COVID-19 в Банско https://t.co/uswIzkHxDn	yes	no	yes	no	no	no	no
2470	СЗО просто заличи всеки аргумент за задължителни ваксини или проследяване на контакт чрез деклариране на асимптоматични носители не разпространяват COVID-19 https://t.co/PSoaW6UHgo	yes	yes	yes	yes	yes	no	no
2471	Полицията в Пазарджик пламна от Covid-19 https://t.co/bC6HVNZfzT	yes	no	yes	no	yes	yes	yes
2472	Заводът - огнище на COVID-19 в Смолян ще работи при строги мерки за сигурност https://t.co/LfCq5ayN2h	yes	no	yes	yes	no	no	yes
2473	182 са новите случаи на Covid-19 у нас, вирусът взе още 7 жертви https://t.co/Aimixe7qX5	yes	no	yes	no	no	no	no
2474	Тити Папазов е заразен с COVID-19 | Банкеръ https://t.co/ctWRUYx0aO	yes	no	yes	no	no	no	no
2475	Борисов свика среща в МС връзка с актуалната ситуация с COVID-19 https://t.co/GLIqCrOD1q	yes	no	yes	no	no	no	no
2477	Прокуратурата проверява огнище на Covid-19 в Русе https://t.co/AFXnDS3zI6	yes	no	yes	no	no	yes	yes
2478	8 са новите случаи на COVID-19 у нас, 51 души са излекувани https://t.co/EuJBjv9JVe	yes	no	yes	no	no	no	no
2479	Франция одобри цифрово проследяване на COVID-19 https://t.co/fxjsgLMwO3	yes	no	yes	no	no	no	no
2480	Голямо огнище на COVID-19 в румънска фабрика за месо https://t.co/RSJvgALnJA	yes	no	yes	yes	yes	yes	yes
2481	Излекуваните от COVID-19 в Канада са повече от заразените : https://t.co/yL7f2Hayjj https://t.co/Bo3f6UiC4d	yes	no	yes	no	no	no	no
2482	135 нови случая на COVID-19 за последното денонощие, 14 са починалите! https://t.co/VvuAvaaPQt	yes	no	yes	no	no	no	no
2484	Великобритания се отказва от собственото си приложение за проследяване на Covid-19 https://t.co/2sv2n09QOI	yes	no	yes	no	no	no	no
2485	12 свещеници са починали в Русия от COVID-19 https://t.co/Btn6JWAQcr	yes	no	yes	no	no	yes	yes
2486	Малко нови случаи на COVID-19 при малко тестове, но нови 8 жертви https://t.co/woJWcxD4tn	yes	no	yes	no	no	no	no
2488	894 са потвърдените случаи на COVID-19, няма нови при нас https://t.co/0YlpgBusY6	yes	no	yes	no	no	no	no
2490	Обрив по краката е новият симптом на COVID-19, който е установен от лекарите https://t.co/JLfcvsfi74	yes	yes	yes	no	yes	no	no
2491	Тестват за корона всички депутати https://t.co/tXJaNLS24h чрез @centerprh	yes	no	yes	no	no	no	no
2492	Доц. Петрова: Ваксината срещу COVID-19 става задължителна, нямате избор https://t.co/Ko4hUYB9kO	yes	yes	yes	no	no	no	no
2493	Трети април: първият милион заразени от COVID-19 хора, загиналите са 53 хиляди https://t.co/24pIoMNkbl https://t.co/WEJq1ZlFo4	yes	no	yes	no	no	yes	yes
2494	10% от всички заразени с COVID-19 са медици https://t.co/ptk3ViTIQc	yes	no	yes	no	yes	yes	yes
2495	По-малко жертви от COVID-19 у нас, броят на заразените също пада https://t.co/IysvMPNVWT	yes	no	yes	no	no	no	no
2496	Със симптоми на covid, личните лекари поставят диагноза бронхит и те пращат на домашни лечение без никакъв намек за PCR тест. Освен ако вече не си много зле. Явно това е новия начин да се справим с епидемията. По метода на Щраус. 1/2	yes	yes	yes	yes	yes	yes	no
2497	Над 1 000 фермери са поискали подпомагане по Covid-мярката https://t.co/CSKOjP376h	yes	no	yes	no	no	no	no
2499	Истината лъсна! Заради една шепа хора ще имаме стотици хиляди безработни, хиляди разорени бизнеси и съсипани животи https://t.co/lBdJKwPCrw #Гешев #Мафия #Оставка #COVIDー19 https://t.co/7m0FZd5BTA	yes	yes	yes	no	no	yes	no
2500	(#САЩ регистрираха най-малко 27 556 случая на COVID-19 през изминалия ден. Обвиняват Тръмп, че мерките са закъснели) от Зарата - Новини - https://t.co/uo8p48aUHi #новини #ДоналдТръмпCovid19 #САЩ https://t.co/2q0BzRNAsT	yes	no	yes	no	no	no	no
2502	Едно от огнищата на COVID-19 в Германия остава под карантина още седмица https://t.co/RzDFrLzPnN btvnovinite	yes	no	yes	no	no	no	no
2503	От аграрното ведомство представиха пред браншовите организации как да се разпределят плащанията по мярка covid 19 Прочетете повече на: https://t.co/23mwGmxwfB Вашият приятел на полето, във фермата и на пчелина - https://t.co/zstZKsEWs8	yes	no	yes	no	no	no	no
